1 192.168.1.100 3 1 1
2 192.168.1.100 3 1 2
3 192.168.1.100 3 1 3
4 192.168.1.100 3 1 4
5 192.168.1.100 3 1 7
6 192.168.1.100 3 1 8
7 192.168.1.100 3 1 5
8 192.168.1.100 3 1 1
